"as_of","location","target","target_end_date","observation"
2025-11-26,"clt-area","Flu ED visits pct",2025-11-01,1.51
2025-11-26,"north-carolina","Flu ED visits pct",2025-11-01,0.73
2025-11-26,"nenc","Flu ED visits pct",2025-11-08,0.25
2025-11-26,"senc","Flu ED visits pct",2025-11-08,0.22
2025-11-26,"fay-area","Flu ED visits pct",2025-11-08,1.39
2025-11-26,"rtp-area","Flu ED visits pct",2025-11-08,0.47
2025-11-26,"triad-area","Flu ED visits pct",2025-11-08,0.57
2025-11-26,"wnc","Flu ED visits pct",2025-11-08,0.41
2025-11-26,"clt-area","Flu ED visits pct",2025-11-08,2.02
2025-11-26,"north-carolina","Flu ED visits pct",2025-11-08,0.96
2025-11-26,"nenc","Flu ED visits pct",2025-11-15,0.8
2025-11-26,"senc","Flu ED visits pct",2025-11-15,0.12
2025-11-26,"fay-area","Flu ED visits pct",2025-11-15,1.5
2025-11-26,"rtp-area","Flu ED visits pct",2025-11-15,0.7
2025-11-26,"triad-area","Flu ED visits pct",2025-11-15,0.81
2025-11-26,"wnc","Flu ED visits pct",2025-11-15,0.4
2025-11-26,"clt-area","Flu ED visits pct",2025-11-15,2.27
2025-11-26,"north-carolina","Flu ED visits pct",2025-11-15,1.17
2025-11-26,"nenc","Flu ED visits pct",2025-11-22,1.49
2025-11-26,"senc","Flu ED visits pct",2025-11-22,0.5
2025-11-26,"fay-area","Flu ED visits pct",2025-11-22,1.45
2025-11-26,"rtp-area","Flu ED visits pct",2025-11-22,1.11
2025-11-26,"triad-area","Flu ED visits pct",2025-11-22,1.17
2025-11-26,"wnc","Flu ED visits pct",2025-11-22,0.44
2025-11-26,"clt-area","Flu ED visits pct",2025-11-22,2.79
2025-11-26,"north-carolina","Flu ED visits pct",2025-11-22,1.52
2025-12-03,"nyc","ILI ED visits pct",2025-08-02,1.38
2025-12-03,"nyc","ILI ED visits pct",2025-08-09,1.57
2025-12-03,"nyc","ILI ED visits pct",2025-08-16,1.54
2025-12-03,"nyc","ILI ED visits pct",2025-08-23,1.46
2025-12-03,"nyc","ILI ED visits pct",2025-08-30,1.33
2025-12-03,"nyc","ILI ED visits pct",2025-09-06,1.35
2025-12-03,"nyc","ILI ED visits pct",2025-09-13,1.57
2025-12-03,"nyc","ILI ED visits pct",2025-09-20,2
2025-12-03,"nyc","ILI ED visits pct",2025-09-27,2.02
2025-12-03,"nyc","ILI ED visits pct",2025-10-04,1.93
2025-12-03,"nyc","ILI ED visits pct",2025-10-11,1.74
2025-12-03,"nyc","ILI ED visits pct",2025-10-18,1.86
2025-12-03,"nyc","ILI ED visits pct",2025-10-25,1.97
2025-12-03,"nyc","ILI ED visits pct",2025-11-01,2.11
2025-12-03,"nyc","ILI ED visits pct",2025-11-08,2.44
2025-12-03,"nyc","ILI ED visits pct",2025-11-15,2.75
2025-12-03,"nyc","ILI ED visits pct",2025-11-22,3.69
2025-12-03,"nyc","ILI ED visits pct",2025-11-29,5.66
2025-12-03,"boulder","Flu ED visits pct",2025-08-02,0.09
2025-12-03,"denver","Flu ED visits pct",2025-08-02,0.02
2025-12-03,"colorado-springs","Flu ED visits pct",2025-08-02,0.04
2025-12-03,"mesa","Flu ED visits pct",2025-08-02,0
2025-12-03,"larimer","Flu ED visits pct",2025-08-02,0
2025-12-03,"athens","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"marietta","Flu ED visits pct",2025-08-02,0.02
2025-12-03,"south-augusta","Flu ED visits pct",2025-08-02,0.02
2025-12-03,"hall","Flu ED visits pct",2025-08-02,0.03
2025-12-03,"macon","Flu ED visits pct",2025-08-02,0.02
2025-12-03,"columbus","Flu ED visits pct",2025-08-02,0
2025-12-03,"savannah","Flu ED visits pct",2025-08-02,0.07
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-02,0.01
2025-12-03,"bangor","Flu ED visits pct",2025-08-02,0
2025-12-03,"portland","Flu ED visits pct",2025-08-02,0.06
2025-12-03,"baltimore","Flu ED visits pct",2025-08-02,0.04
2025-12-03,"boston","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"minnesota","Flu ED visits pct",2025-08-02,0.04
2025-12-03,"st-cloud","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"rochester","Flu ED visits pct",2025-08-02,0
2025-12-03,"minneapolis","Flu ED visits pct",2025-08-02,0.06
2025-12-03,"duluth","Flu ED visits pct",2025-08-02,0
2025-12-03,"charleston","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"rock-hill","Flu ED visits pct",2025-08-02,0.11
2025-12-03,"florence","Flu ED visits pct",2025-08-02,0.09
2025-12-03,"horry","Flu ED visits pct",2025-08-02,0.11
2025-12-03,"greenville","Flu ED visits pct",2025-08-02,0.02
2025-12-03,"houston","Flu ED visits pct",2025-08-02,0.18
2025-12-03,"austin","Flu ED visits pct",2025-08-02,0.23
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"dallas","Flu ED visits pct",2025-08-02,0.08
2025-12-03,"utah","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"provo","Flu ED visits pct",2025-08-02,0.05
2025-12-03,"roanoke","Flu ED visits pct",2025-08-02,0.09
2025-12-03,"colorado","Flu ED visits pct",2025-08-09,0.04
2025-12-03,"boulder","Flu ED visits pct",2025-08-09,0
2025-12-03,"mesa","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"weld","Flu ED visits pct",2025-08-09,0
2025-12-03,"denver","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"floyd","Flu ED visits pct",2025-08-09,0.05
2025-12-03,"south-augusta","Flu ED visits pct",2025-08-09,0.02
2025-12-03,"columbus","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"cherokee","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"hall","Flu ED visits pct",2025-08-09,0.09
2025-12-03,"la-grange","Flu ED visits pct",2025-08-09,0
2025-12-03,"savannah","Flu ED visits pct",2025-08-09,0
2025-12-03,"athens","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"macon","Flu ED visits pct",2025-08-09,0.19
2025-12-03,"bangor","Flu ED visits pct",2025-08-09,0.07
2025-12-03,"baltimore","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"montgomery","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"pittsfield","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"boston","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"worcester","Flu ED visits pct",2025-08-09,0.04
2025-12-03,"rochester","Flu ED visits pct",2025-08-09,0.09
2025-12-03,"minneapolis","Flu ED visits pct",2025-08-09,0.04
2025-12-03,"st-cloud","Flu ED visits pct",2025-08-09,0.05
2025-12-03,"duluth","Flu ED visits pct",2025-08-09,0.03
2025-12-03,"charleston","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"florence","Flu ED visits pct",2025-08-09,0.06
2025-12-03,"greenville","Flu ED visits pct",2025-08-09,0.05
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-09,0.05
2025-12-03,"austin","Flu ED visits pct",2025-08-09,0.21
2025-12-03,"el-paso","Flu ED visits pct",2025-08-09,0.08
2025-12-03,"houston","Flu ED visits pct",2025-08-09,0.18
2025-12-03,"beaumont","Flu ED visits pct",2025-08-09,0.09
2025-12-03,"dallas","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"ogden","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-09,0.08
2025-12-03,"provo","Flu ED visits pct",2025-08-09,0.14
2025-12-03,"roanoke","Flu ED visits pct",2025-08-09,0.13
2025-12-03,"denver","Flu ED visits pct",2025-08-16,0.06
2025-12-03,"boulder","Flu ED visits pct",2025-08-16,0.08
2025-12-03,"colorado-springs","Flu ED visits pct",2025-08-16,0.01
2025-12-03,"larimer","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"weld","Flu ED visits pct",2025-08-16,0
2025-12-03,"floyd","Flu ED visits pct",2025-08-16,0.07
2025-12-03,"south-augusta","Flu ED visits pct",2025-08-16,0.02
2025-12-03,"athens","Flu ED visits pct",2025-08-16,0.09
2025-12-03,"hall","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"columbus","Flu ED visits pct",2025-08-16,0.08
2025-12-03,"la-grange","Flu ED visits pct",2025-08-16,0
2025-12-03,"savannah","Flu ED visits pct",2025-08-16,0.04
2025-12-03,"macon","Flu ED visits pct",2025-08-16,0.12
2025-12-03,"henry","Flu ED visits pct",2025-08-16,0.04
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-16,0.06
2025-12-03,"bangor","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"baltimore","Flu ED visits pct",2025-08-16,0.04
2025-12-03,"harford","Flu ED visits pct",2025-08-16,0.05
2025-12-03,"montgomery","Flu ED visits pct",2025-08-16,0.08
2025-12-03,"boston","Flu ED visits pct",2025-08-16,0.04
2025-12-03,"springfield","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"duluth","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"st-paul","Flu ED visits pct",2025-08-16,0.11
2025-12-03,"rochester","Flu ED visits pct",2025-08-16,0.15
2025-12-03,"minneapolis","Flu ED visits pct",2025-08-16,0.04
2025-12-03,"st-cloud","Flu ED visits pct",2025-08-16,0.05
2025-12-03,"greenville","Flu ED visits pct",2025-08-16,0
2025-12-03,"charleston","Flu ED visits pct",2025-08-16,0.08
2025-12-03,"florence","Flu ED visits pct",2025-08-16,0.12
2025-12-03,"houston","Flu ED visits pct",2025-08-16,0.21
2025-12-03,"austin","Flu ED visits pct",2025-08-16,0.2
2025-12-03,"dallas","Flu ED visits pct",2025-08-16,0.12
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-16,0.13
2025-12-03,"beaumont","Flu ED visits pct",2025-08-16,0.1
2025-12-03,"el-paso","Flu ED visits pct",2025-08-16,0.16
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-16,0.03
2025-12-03,"roanoke","Flu ED visits pct",2025-08-16,0.05
2025-12-03,"denver","Flu ED visits pct",2025-08-23,0.06
2025-12-03,"larimer","Flu ED visits pct",2025-08-23,0.05
2025-12-03,"georgia","Flu ED visits pct",2025-08-23,0.13
2025-12-03,"la-grange","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"savannah","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"floyd","Flu ED visits pct",2025-08-23,0.14
2025-12-03,"athens","Flu ED visits pct",2025-08-23,0.02
2025-12-03,"hall","Flu ED visits pct",2025-08-23,0.16
2025-12-03,"columbus","Flu ED visits pct",2025-08-23,0.07
2025-12-03,"south-augusta","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"indiana","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"maine","Flu ED visits pct",2025-08-23,0.02
2025-12-03,"portland","Flu ED visits pct",2025-08-23,0
2025-12-03,"maryland","Flu ED visits pct",2025-08-23,0.07
2025-12-03,"baltimore","Flu ED visits pct",2025-08-23,0.04
2025-12-03,"boston","Flu ED visits pct",2025-08-23,0.03
2025-12-03,"springfield","Flu ED visits pct",2025-08-23,0.03
2025-12-03,"minneapolis","Flu ED visits pct",2025-08-23,0.07
2025-12-03,"st-cloud","Flu ED visits pct",2025-08-23,0
2025-12-03,"duluth","Flu ED visits pct",2025-08-23,0
2025-12-03,"rochester","Flu ED visits pct",2025-08-23,0.09
2025-12-03,"charleston","Flu ED visits pct",2025-08-23,0.12
2025-12-03,"columbia","Flu ED visits pct",2025-08-23,0.15
2025-12-03,"greenville","Flu ED visits pct",2025-08-23,0
2025-12-03,"rock-hill","Flu ED visits pct",2025-08-23,0.2
2025-12-03,"austin","Flu ED visits pct",2025-08-23,0.19
2025-12-03,"houston","Flu ED visits pct",2025-08-23,0.24
2025-12-03,"dallas","Flu ED visits pct",2025-08-23,0.15
2025-12-03,"el-paso","Flu ED visits pct",2025-08-23,0.12
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-23,0.12
2025-12-03,"beaumont","Flu ED visits pct",2025-08-23,0.09
2025-12-03,"utah","Flu ED visits pct",2025-08-23,0.06
2025-12-03,"provo","Flu ED visits pct",2025-08-23,0.05
2025-12-03,"ogden","Flu ED visits pct",2025-08-23,0.05
2025-12-03,"virginia","Flu ED visits pct",2025-08-23,0.08
2025-12-03,"roanoke","Flu ED visits pct",2025-08-23,0.09
2025-12-03,"denver","Flu ED visits pct",2025-08-30,0.08
2025-12-03,"mesa","Flu ED visits pct",2025-08-30,0
2025-12-03,"savannah","Flu ED visits pct",2025-08-30,0.04
2025-12-03,"floyd","Flu ED visits pct",2025-08-30,0.02
2025-12-03,"hall","Flu ED visits pct",2025-08-30,0
2025-12-03,"henry","Flu ED visits pct",2025-08-30,0
2025-12-03,"macon","Flu ED visits pct",2025-08-30,0.75
2025-12-03,"athens","Flu ED visits pct",2025-08-30,0.1
2025-12-03,"cherokee","Flu ED visits pct",2025-08-30,0.06
2025-12-03,"south-augusta","Flu ED visits pct",2025-08-30,0.06
2025-12-03,"la-grange","Flu ED visits pct",2025-08-30,0.12
2025-12-03,"indianapolis","Flu ED visits pct",2025-08-30,0.06
2025-12-03,"maine","Flu ED visits pct",2025-08-30,0.03
2025-12-03,"bangor","Flu ED visits pct",2025-08-30,0.03
2025-12-03,"portland","Flu ED visits pct",2025-08-30,0
2025-12-03,"baltimore","Flu ED visits pct",2025-08-30,0.09
2025-12-03,"harford","Flu ED visits pct",2025-08-30,0.13
2025-12-03,"montgomery","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"boston","Flu ED visits pct",2025-08-30,0.04
2025-12-03,"lynn","Flu ED visits pct",2025-08-30,0.05
2025-12-03,"minneapolis","Flu ED visits pct",2025-08-30,0.05
2025-12-03,"rochester","Flu ED visits pct",2025-08-30,0
2025-12-03,"charleston","Flu ED visits pct",2025-08-30,0.16
2025-12-03,"florence","Flu ED visits pct",2025-08-30,0.24
2025-12-03,"horry","Flu ED visits pct",2025-08-30,0.23
2025-12-03,"columbia","Flu ED visits pct",2025-08-30,0.1
2025-12-03,"greenville","Flu ED visits pct",2025-08-30,0.02
2025-12-03,"texas","Flu ED visits pct",2025-08-30,0.24
2025-12-03,"houston","Flu ED visits pct",2025-08-30,0.27
2025-12-03,"san-antonio","Flu ED visits pct",2025-08-30,0.09
2025-12-03,"austin","Flu ED visits pct",2025-08-30,0.25
2025-12-03,"el-paso","Flu ED visits pct",2025-08-30,0.11
2025-12-03,"beaumont","Flu ED visits pct",2025-08-30,0.19
2025-12-03,"dallas","Flu ED visits pct",2025-08-30,0.15
2025-12-03,"ogden","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"provo","Flu ED visits pct",2025-08-30,0.08
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-08-30,0.07
2025-12-03,"roanoke","Flu ED visits pct",2025-08-30,0.1
2025-12-03,"boulder","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"denver","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"larimer","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"mesa","Flu ED visits pct",2025-09-06,0
2025-12-03,"hall","Flu ED visits pct",2025-09-06,0.03
2025-12-03,"south-augusta","Flu ED visits pct",2025-09-06,0.04
2025-12-03,"cherokee","Flu ED visits pct",2025-09-06,0.24
2025-12-03,"henry","Flu ED visits pct",2025-09-06,0.09
2025-12-03,"columbus","Flu ED visits pct",2025-09-06,0
2025-12-03,"la-grange","Flu ED visits pct",2025-09-06,0
2025-12-03,"macon","Flu ED visits pct",2025-09-06,0.29
2025-12-03,"athens","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"floyd","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"indianapolis","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"portland","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"baltimore","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"harford","Flu ED visits pct",2025-09-06,0.09
2025-12-03,"montgomery","Flu ED visits pct",2025-09-06,0.05
2025-12-03,"boston","Flu ED visits pct",2025-09-06,0.05
2025-12-03,"lynn","Flu ED visits pct",2025-09-06,0.06
2025-12-03,"minnesota","Flu ED visits pct",2025-09-06,0.11
2025-12-03,"minneapolis","Flu ED visits pct",2025-09-06,0.14
2025-12-03,"st-paul","Flu ED visits pct",2025-09-06,0.2
2025-12-03,"rochester","Flu ED visits pct",2025-09-06,0.06
2025-12-03,"st-cloud","Flu ED visits pct",2025-09-06,0
2025-12-03,"florence","Flu ED visits pct",2025-09-06,0.24
2025-12-03,"charleston","Flu ED visits pct",2025-09-06,0.13
2025-12-03,"columbia","Flu ED visits pct",2025-09-06,0.07
2025-12-03,"greenville","Flu ED visits pct",2025-09-06,0.05
2025-12-03,"texas","Flu ED visits pct",2025-09-06,0.26
2025-12-03,"houston","Flu ED visits pct",2025-09-06,0.37
2025-12-03,"el-paso","Flu ED visits pct",2025-09-06,0.1
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-06,0.11
2025-12-03,"dallas","Flu ED visits pct",2025-09-06,0.14
2025-12-03,"beaumont","Flu ED visits pct",2025-09-06,0.14
2025-12-03,"austin","Flu ED visits pct",2025-09-06,0.21
2025-12-03,"utah","Flu ED visits pct",2025-09-06,0.08
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-06,0.05
2025-12-03,"ogden","Flu ED visits pct",2025-09-06,0.15
2025-12-03,"provo","Flu ED visits pct",2025-09-06,0.03
2025-12-03,"roanoke","Flu ED visits pct",2025-09-06,0.1
2025-12-03,"denver","Flu ED visits pct",2025-09-13,0.08
2025-12-03,"boulder","Flu ED visits pct",2025-09-13,0.08
2025-12-03,"colorado-springs","Flu ED visits pct",2025-09-13,0.11
2025-12-03,"georgia","Flu ED visits pct",2025-09-13,0.08
2025-12-03,"macon","Flu ED visits pct",2025-09-13,0.06
2025-12-03,"cherokee","Flu ED visits pct",2025-09-13,0.15
2025-12-03,"savannah","Flu ED visits pct",2025-09-13,0
2025-12-03,"columbus","Flu ED visits pct",2025-09-13,0
2025-12-03,"south-augusta","Flu ED visits pct",2025-09-13,0.02
2025-12-03,"hall","Flu ED visits pct",2025-09-13,0
2025-12-03,"la-grange","Flu ED visits pct",2025-09-13,0
2025-12-03,"athens","Flu ED visits pct",2025-09-13,0.12
2025-12-03,"henry","Flu ED visits pct",2025-09-13,0.05
2025-12-03,"portland","Flu ED visits pct",2025-09-13,0
2025-12-03,"baltimore","Flu ED visits pct",2025-09-13,0.16
2025-12-03,"harford","Flu ED visits pct",2025-09-13,0.04
2025-12-03,"montgomery","Flu ED visits pct",2025-09-13,0.1
2025-12-03,"boston","Flu ED visits pct",2025-09-13,0.07
2025-12-03,"pittsfield","Flu ED visits pct",2025-09-13,0
2025-12-03,"new-bedford","Flu ED visits pct",2025-09-13,0.14
2025-12-03,"st-cloud","Flu ED visits pct",2025-09-13,0.16
2025-12-03,"rochester","Flu ED visits pct",2025-09-13,0.15
2025-12-03,"charleston","Flu ED visits pct",2025-09-13,0.11
2025-12-03,"rock-hill","Flu ED visits pct",2025-09-13,0.11
2025-12-03,"columbia","Flu ED visits pct",2025-09-13,0.11
2025-12-03,"texas","Flu ED visits pct",2025-09-13,0.25
2025-12-03,"houston","Flu ED visits pct",2025-09-13,0.34
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-13,0.07
2025-12-03,"beaumont","Flu ED visits pct",2025-09-13,0.05
2025-12-03,"ogden","Flu ED visits pct",2025-09-13,0.1
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-13,0.15
2025-12-03,"provo","Flu ED visits pct",2025-09-13,0
2025-12-03,"virginia","Flu ED visits pct",2025-09-13,0.11
2025-12-03,"roanoke","Flu ED visits pct",2025-09-13,0.21
2025-12-03,"boulder","Flu ED visits pct",2025-09-20,0
2025-12-03,"mesa","Flu ED visits pct",2025-09-20,0
2025-12-03,"colorado-springs","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"hall","Flu ED visits pct",2025-09-20,0.06
2025-12-03,"floyd","Flu ED visits pct",2025-09-20,0.12
2025-12-03,"savannah","Flu ED visits pct",2025-09-20,0.02
2025-12-03,"columbus","Flu ED visits pct",2025-09-20,0.08
2025-12-03,"athens","Flu ED visits pct",2025-09-20,0.1
2025-12-03,"marietta","Flu ED visits pct",2025-09-20,0.11
2025-12-03,"macon","Flu ED visits pct",2025-09-20,0.06
2025-12-03,"cherokee","Flu ED visits pct",2025-09-20,0.03
2025-12-03,"henry","Flu ED visits pct",2025-09-20,0.04
2025-12-03,"south-augusta","Flu ED visits pct",2025-09-20,0.02
2025-12-03,"portland","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"baltimore","Flu ED visits pct",2025-09-20,0.09
2025-12-03,"springfield","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"boston","Flu ED visits pct",2025-09-20,0.06
2025-12-03,"duluth","Flu ED visits pct",2025-09-20,0
2025-12-03,"st-cloud","Flu ED visits pct",2025-09-20,0.1
2025-12-03,"st-paul","Flu ED visits pct",2025-09-20,0.12
2025-12-03,"rochester","Flu ED visits pct",2025-09-20,0.11
2025-12-03,"florence","Flu ED visits pct",2025-09-20,0.15
2025-12-03,"columbia","Flu ED visits pct",2025-09-20,0.06
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-20,0.12
2025-12-03,"austin","Flu ED visits pct",2025-09-20,0.27
2025-12-03,"dallas","Flu ED visits pct",2025-09-20,0.13
2025-12-03,"el-paso","Flu ED visits pct",2025-09-20,0.24
2025-12-03,"houston","Flu ED visits pct",2025-09-20,0.33
2025-12-03,"beaumont","Flu ED visits pct",2025-09-20,0.07
2025-12-03,"ogden","Flu ED visits pct",2025-09-20,0.05
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-20,0.08
2025-12-03,"roanoke","Flu ED visits pct",2025-09-20,0.12
2025-12-03,"boulder","Flu ED visits pct",2025-09-27,0.24
2025-12-03,"denver","Flu ED visits pct",2025-09-27,0.1
2025-12-03,"mesa","Flu ED visits pct",2025-09-27,0.06
2025-12-03,"colorado-springs","Flu ED visits pct",2025-09-27,0.08
2025-12-03,"weld","Flu ED visits pct",2025-09-27,0.04
2025-12-03,"macon","Flu ED visits pct",2025-09-27,0.08
2025-12-03,"south-augusta","Flu ED visits pct",2025-09-27,0.06
2025-12-03,"floyd","Flu ED visits pct",2025-09-27,0.07
2025-12-03,"athens","Flu ED visits pct",2025-09-27,0.05
2025-12-03,"henry","Flu ED visits pct",2025-09-27,0.05
2025-12-03,"hall","Flu ED visits pct",2025-09-27,0.11
2025-12-03,"la-grange","Flu ED visits pct",2025-09-27,0.19
2025-12-03,"cherokee","Flu ED visits pct",2025-09-27,0.1
2025-12-03,"indianapolis","Flu ED visits pct",2025-09-27,0.03
2025-12-03,"bangor","Flu ED visits pct",2025-09-27,0.11
2025-12-03,"portland","Flu ED visits pct",2025-09-27,0
2025-12-03,"baltimore","Flu ED visits pct",2025-09-27,0.09
2025-12-03,"montgomery","Flu ED visits pct",2025-09-27,0.06
2025-12-03,"boston","Flu ED visits pct",2025-09-27,0.09
2025-12-03,"st-cloud","Flu ED visits pct",2025-09-27,0.2
2025-12-03,"rochester","Flu ED visits pct",2025-09-27,0.09
2025-12-03,"duluth","Flu ED visits pct",2025-09-27,0
2025-12-03,"minneapolis","Flu ED visits pct",2025-09-27,0.1
2025-12-03,"st-paul","Flu ED visits pct",2025-09-27,0.22
2025-12-03,"charleston","Flu ED visits pct",2025-09-27,0.29
2025-12-03,"rock-hill","Flu ED visits pct",2025-09-27,0.1
2025-12-03,"florence","Flu ED visits pct",2025-09-27,0.41
2025-12-03,"houston","Flu ED visits pct",2025-09-27,0.41
2025-12-03,"beaumont","Flu ED visits pct",2025-09-27,0.09
2025-12-03,"san-antonio","Flu ED visits pct",2025-09-27,0.11
2025-12-03,"dallas","Flu ED visits pct",2025-09-27,0.19
2025-12-03,"utah","Flu ED visits pct",2025-09-27,0.16
2025-12-03,"salt-lake-city","Flu ED visits pct",2025-09-27,0.17
2025-12-03,"provo","Flu ED visits pct",2025-09-27,0
2025-12-03,"ogden","Flu ED visits pct",2025-09-27,0.24
2025-12-03,"virginia","Flu ED visits pct",2025-09-27,0.08
2025-12-03,"roanoke","Flu ED visits pct",2025-09-27,0.04
